run_id,git_commit,dirty,scene,triangles,view,rayset_hash,rays,variant,loss_kind,mu,is_primary_comparison,width,wide_nodes,emitted_depth,mean_fullness,decisions_changed,decisions_changed_pct,changed_visits_reference,total_visits_reference,decisions_changed_visit_weighted_pct,sah_cost,dir_loss_cost,scalar_loss_cost,bvh_bytes,node_steps_per_ray,box_tests_per_ray,prim_steps_per_ray,tri_tests_per_ray,box_hits_per_ray,pruned_pops_per_ray,max_stack,node_steps_pct,box_tests_pct,prim_steps_pct,tri_tests_pct,box_hits_pct,pruned_pops_pct,wide_nodes_pct,hits,correctness,mismatches,tie_ids,rays_used_in_construction,source
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,scalar_mu0.25,sah+Lscalar,0.2500,0,8,11927074,49,6.0991,390029,1.9557,1868587,45578334,4.0997,29.707487,3.188811,3.544351,381666368,18.6516,140.2420,3.8717,3.8717,25.8434,4.3201,25,-0.234,-0.245,-0.060,-0.060,-0.455,-1.641,-0.003,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,scalar_mu0.25,sah+Lscalar,0.2500,0,8,11927074,49,6.0991,390029,1.9557,1868587,45578334,4.0997,29.707487,3.188811,3.544351,381666368,27.8105,212.9419,4.8248,4.8248,35.8972,4.2618,36,0.479,0.471,-0.013,-0.013,0.173,-1.614,-0.003,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,A,11948788235775219164,262144,scalar_mu0.50,sah+Lscalar,0.5000,0,8,11926399,49,6.1008,598482,3.0010,2521781,45578334,5.5329,29.750572,3.094902,3.429585,381644768,6.5052,43.2060,1.9111,1.9111,9.9901,2.5737,20,-0.058,-0.034,-0.001,-0.001,-0.407,-1.418,-0.009,259437,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,scalar_mu0.50,sah+Lscalar,0.5000,0,8,11926399,49,6.1008,598482,3.0010,2521781,45578334,5.5329,29.750572,3.094902,3.429585,381644768,18.3681,138.0117,3.9072,3.9072,25.8232,4.5479,25,-1.751,-1.831,0.857,0.857,-0.533,3.545,-0.009,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,scalar_mu0.50,sah+Lscalar,0.5000,0,8,11926399,49,6.1008,598482,3.0010,2521781,45578334,5.5329,29.750572,3.094902,3.429585,381644768,27.8290,213.1117,4.8256,4.8256,35.9002,4.2456,36,0.546,0.551,0.004,0.004,0.182,-1.990,-0.009,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,A,11948788235775219164,262144,scalar_mu1.00,sah+Lscalar,1.0000,0,8,11925411,50,6.1034,816020,4.0918,7775527,45578334,17.0597,29.873539,3.013834,3.270987,381613152,6.6736,42.9499,1.8909,1.8909,9.8197,2.2552,20,2.529,-0.626,-1.056,-1.056,-2.105,-13.618,-0.017,259437,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,scalar_mu1.00,sah+Lscalar,1.0000,0,8,11925411,50,6.1034,816020,4.0918,7775527,45578334,17.0597,29.873539,3.013834,3.270987,381613152,19.5607,147.5566,3.7589,3.7589,26.8703,4.5507,25,4.628,4.958,-2.972,-2.972,3.500,3.608,-0.017,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,scalar_mu1.00,sah+Lscalar,1.0000,0,8,11925411,50,6.1034,816020,4.0918,7775527,45578334,17.0597,29.873539,3.013834,3.270987,381613152,27.0676,207.0142,4.8216,4.8216,35.3471,4.4579,38,-2.205,-2.326,-0.079,-0.079,-1.362,2.912,-0.017,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,A,11948788235775219164,262144,scalar_mu2.00,sah+Lscalar,2.0000,0,8,11927603,50,6.0977,1022618,5.1277,9589001,45578334,21.0385,30.077423,2.932837,3.132065,381683296,6.6768,42.9833,1.8909,1.8909,9.8174,2.2497,19,2.578,-0.549,-1.056,-1.056,-2.128,-13.829,0.001,259437,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,scalar_mu2.00,sah+Lscalar,2.0000,0,8,11927603,50,6.0977,1022618,5.1277,9589001,45578334,21.0385,30.077423,2.932837,3.132065,381683296,17.6811,132.3160,3.7488,3.7488,24.8343,4.4044,24,-5.425,-5.883,-3.234,-3.234,-4.343,0.278,0.001,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,scalar_mu2.00,sah+Lscalar,2.0000,0,8,11927603,50,6.0977,1022618,5.1277,9589001,45578334,21.0385,30.077423,2.932837,3.132065,381683296,26.8603,205.3252,4.8231,4.8231,35.1156,4.4322,38,-2.954,-3.122,-0.049,-0.049,-2.008,2.319,0.001,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,A,11948788235775219164,262144,directional_mu0.25,sah+Ldir,0.2500,0,8,11927537,49,6.0978,393010,1.9707,825180,45578334,1.8105,29.706674,3.176320,3.562949,381681184,6.5081,43.1772,1.9111,1.9111,10.0303,2.6111,21,-0.013,-0.100,-0.000,-0.000,-0.005,0.013,0.001,259437,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,directional_mu0.25,sah+Ldir,0.2500,0,8,11927537,49,6.0978,393010,1.9707,825180,45578334,1.8105,29.706674,3.176320,3.562949,381681184,18.6401,140.1627,3.8725,3.8725,25.8332,4.3206,24,-0.296,-0.301,-0.041,-0.041,-0.495,-1.629,0.001,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,directional_mu0.25,sah+Ldir,0.2500,0,8,11927537,49,6.0978,393010,1.9707,825180,45578334,1.8105,29.706674,3.176320,3.562949,381681184,27.6934,212.0302,4.8234,4.8234,35.7937,4.2769,36,0.056,0.041,-0.042,-0.042,-0.115,-1.266,0.001,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,A,11948788235775219164,262144,directional_mu0.50,sah+Ldir,0.5000,0,8,11927993,49,6.0967,636472,3.1915,2167398,45578334,4.7553,29.745497,3.076529,3.467862,381695776,6.4999,43.1610,1.9111,1.9111,9.9857,2.5747,20,-0.140,-0.138,-0.001,-0.001,-0.450,-1.381,0.005,259437,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,directional_mu0.50,sah+Ldir,0.5000,0,8,11927993,49,6.0967,636472,3.1915,2167398,45578334,4.7553,29.745497,3.076529,3.467862,381695776,18.1980,136.8459,3.9226,3.9226,25.6396,4.5191,25,-2.661,-2.661,1.252,1.252,-1.241,2.889,0.005,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,directional_mu0.50,sah+Ldir,0.5000,0,8,11927993,49,6.0967,636472,3.1915,2167398,45578334,4.7553,29.745497,3.076529,3.467862,381695776,27.8255,213.0717,4.8267,4.8267,35.9268,4.2746,36,0.533,0.533,0.026,0.026,0.256,-1.320,0.005,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,A,11948788235775219164,262144,directional_mu1.00,sah+Ldir,1.0000,1,8,11928873,49,6.0944,894400,4.4848,2950435,45578334,6.4733,29.846172,2.937468,3.384035,381723936,6.4945,43.1188,1.9111,1.9111,9.9797,2.5741,20,-0.222,-0.235,-0.001,-0.001,-0.509,-1.404,0.012,259437,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,directional_mu1.00,sah+Ldir,1.0000,1,8,11928873,49,6.0944,894400,4.4848,2950435,45578334,6.4733,29.846172,2.937468,3.384035,381723936,18.2764,137.2808,3.9237,3.9237,25.7631,4.5630,26,-2.242,-2.351,1.282,1.282,-0.765,3.890,0.012,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,directional_mu1.00,sah+Ldir,1.0000,1,8,11928873,49,6.0944,894400,4.4848,2950435,45578334,6.4733,29.846172,2.937468,3.384035,381723936,27.8812,213.4962,4.8243,4.8243,35.9492,4.2436,39,0.735,0.733,-0.024,-0.024,0.318,-2.034,0.012,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,A,11948788235775219164,262144,directional_mu2.00,sah+Ldir,2.0000,0,8,11932907,50,6.0839,1138346,5.7080,5914529,45578334,12.9766,30.037576,2.808782,3.274466,381853024,6.4819,42.9838,1.9113,1.9113,9.9443,2.5511,18,-0.416,-0.548,0.007,0.007,-0.863,-2.284,0.046,259437,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,B,9195041453402854932,262144,directional_mu2.00,sah+Ldir,2.0000,0,8,11932907,50,6.0839,1138346,5.7080,5914529,45578334,12.9766,30.037576,2.808782,3.274466,381853024,18.6674,140.2349,3.7640,3.7640,25.8437,4.4123,26,-0.150,-0.250,-2.841,-2.841,-0.454,0.459,0.046,262144,pass,0,0,0,S-measured
gatec_2026_09_02,ca4d67f,1,san-miguel.obj,9971513,C,926090116047900570,262144,directional_mu2.00,sah+Ldir,2.0000,0,8,11932907,50,6.0839,1138346,5.7080,5914529,45578334,12.9766,30.037576,2.808782,3.274466,381853024,29.1840,223.8720,4.8273,4.8273,37.2581,4.2468,39,5.442,5.628,0.039,0.039,3.971,-1.962,0.046,262144,pass,0,0,0,S-measured
