run_id,git_commit,dirty,scene,scene_sha256,builder,layout,mode,ray_set,ray_seed,rayset_hash,query_kind,ratio_bin,candidate_count,relevant_hit_count,false_positive_count,invalid_count,probe_node_steps,probe_prim_steps,probe_box_tests,probe_tri_tests,false_positive_node_steps,false_positive_prim_steps,false_positive_box_tests,false_positive_tri_tests,source_analytic,source_steps
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,A,8013385005280786154,closest_improves_incumbent,invalid,0,0,0,0,0,0,0,0,0,0,0,0,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_00_10,8840,296,8544,0,4502,8744,9004,8744,4213,8332,8426,8332,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_10_20,7997,786,7211,0,10740,9947,21480,9947,8692,8490,17384,8490,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_20_30,8641,1496,7145,0,15862,10117,31724,10117,10956,7306,21912,7306,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_30_40,11340,2593,8747,0,25791,12602,51582,12602,15505,7416,31010,7416,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_40_50,42364,17006,25358,0,47952,44551,95904,44551,24413,21960,48826,21960,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_50_60,24608,9685,14923,0,71119,30312,142238,30312,31695,10929,63390,10929,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_60_70,22837,9342,13495,0,104593,32780,209186,32780,40787,8500,81574,8500,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_70_80,27060,12573,14487,0,132989,39398,265978,39398,45609,7991,91218,7991,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_80_90,32328,16276,16052,0,167026,47895,334052,47895,52622,8573,105244,8573,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,q_90_100,66537,48523,18014,0,254426,106480,508852,106480,61203,9356,122406,9356,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,raw_gt_1,303553,182557,120996,0,3779550,519873,7559100,519873,673566,36988,1347132,36988,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,intel-sponza.obj,f464f3684ce831af16f89da4cc6395e92c625bb6cf123b2bbe49ec33aed414a3,binned_sah,bvh2/slot32_aos,robust,incoherent,B,367347189724506459,closest_improves_incumbent,invalid,0,0,0,0,0,0,0,0,0,0,0,0,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_00_10,91696,2075,89621,0,44459,123884,88918,123884,42539,120302,85078,120302,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_10_20,62653,3665,58988,0,159198,149873,318396,149873,143465,135081,286930,135081,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_20_30,43007,4112,38895,0,220005,150736,440010,150736,187079,125153,374158,125153,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_30_40,33479,4112,29367,0,229505,139162,459010,139162,185815,108063,371630,108063,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_40_50,26338,3964,22374,0,224573,125324,449146,125324,171696,90822,343392,90822,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_50_60,19650,3251,16399,0,189541,101480,379082,101480,141654,71266,283308,71266,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_60_70,14548,2834,11714,0,156633,82355,313266,82355,111270,54192,222540,54192,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_70_80,12078,2467,9611,0,148486,69014,296972,69014,100644,41851,201288,41851,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_80_90,8359,1887,6472,0,117123,52191,234246,52191,75973,30455,151946,30455,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,q_90_100,6569,1437,5132,0,101705,41452,203410,41452,65297,23491,130594,23491,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,raw_gt_1,89950,29292,60658,0,3157331,1023969,6314662,1023969,1128195,277072,2256390,277072,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,primary,A,15603933574072774811,closest_improves_incumbent,invalid,0,0,0,0,0,0,0,0,0,0,0,0,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_00_10,41707,884,40823,0,19227,56033,38454,56033,18617,54841,37234,54841,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_10_20,27706,1637,26069,0,66722,65163,133444,65163,61502,61151,123004,61151,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_20_30,19520,1838,17682,0,93709,64347,187418,64347,83175,57959,166350,57959,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_30_40,16385,1964,14421,0,106260,62640,212520,62640,90993,54301,181986,54301,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_40_50,13673,1966,11707,0,111019,58270,222038,58270,90500,47583,181000,47583,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_50_60,10158,1700,8458,0,89928,44699,179856,44699,70057,34974,140114,34974,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_60_70,7898,1504,6394,0,76273,36983,152546,36983,58074,28328,116148,28328,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_70_80,6287,1297,4990,0,70366,30950,140732,30950,51958,22665,103916,22665,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_80_90,4626,1060,3566,0,61249,25403,122498,25403,43896,17827,87792,17827,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,q_90_100,3475,813,2662,0,51641,19874,103282,19874,36487,13826,72974,13826,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,raw_gt_1,40133,14471,25662,0,1440514,432136,2881028,432136,783324,225070,1566648,225070,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,A,6038965400659644694,any_occluder_in_range,invalid,0,0,0,0,0,0,0,0,0,0,0,0,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_00_10,41253,870,40383,0,18898,55506,37796,55506,18281,54375,36562,54375,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_10_20,27593,1635,25958,0,66383,63838,132766,63838,61355,60063,122710,60063,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_20_30,19361,1819,17542,0,93454,63829,186908,63829,83031,57560,166062,57560,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_30_40,16052,1890,14162,0,100867,58464,201734,58464,86363,50867,172726,50867,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_40_50,14250,2020,12230,0,115540,59257,231080,59257,95856,49423,191712,49423,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_50_60,10428,1743,8685,0,92480,46175,184960,46175,73348,36967,146696,36967,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_60_70,8016,1515,6501,0,77592,37396,155184,37396,59207,28637,118414,28637,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_70_80,6299,1255,5044,0,70636,30654,141272,30654,53152,23072,106304,23072,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_80_90,4658,952,3706,0,59699,24129,119398,24129,43984,17379,87968,17379,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,q_90_100,3567,841,2726,0,52640,19474,105280,19474,36551,12963,73102,12963,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,raw_gt_1,39867,14193,25674,0,1432488,421763,2864976,421763,785069,223117,1570138,223117,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,shadow_ao,B,12098494441538982105,any_occluder_in_range,invalid,0,0,0,0,0,0,0,0,0,0,0,0,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_00_10,47607,981,46626,0,19097,62371,38194,62371,18373,60780,36746,60780,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_10_20,32660,1794,30866,0,67570,73384,135140,73384,61422,67045,122844,67045,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_20_30,21723,1892,19831,0,97055,71713,194110,71713,84647,61515,169294,61515,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_30_40,18033,2036,15997,0,113974,72185,227948,72185,94732,57970,189464,57970,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_40_50,15443,2119,13324,0,122688,69227,245376,69227,97036,51936,194072,51936,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_50_60,11933,1855,10078,0,105750,57293,211500,57293,79753,40684,159506,40684,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_60_70,9651,1668,7983,0,94155,49349,188310,49349,68810,33652,137620,33652,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_70_80,7776,1487,6289,0,88462,42590,176924,42590,62134,27504,124268,27504,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_80_90,5868,1217,4651,0,76592,34028,153184,34028,52556,21105,105112,21105,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,q_90_100,4278,933,3345,0,63419,27156,126838,27156,42121,16180,84242,16180,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,raw_gt_1,46188,16418,29770,0,1766589,577232,3533178,577232,829664,235536,1659328,235536,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,A,6166606655053877372,closest_improves_incumbent,invalid,0,0,0,0,0,0,0,0,0,0,0,0,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_00_10,48172,950,47222,0,19475,63498,38950,63498,18811,62013,37622,62013,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_10_20,33098,1876,31222,0,69775,74546,139550,74546,63203,67901,126406,67901,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_20_30,21929,1898,20031,0,98878,72938,197756,72938,86125,62341,172250,62341,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_30_40,18075,2049,16026,0,112849,71064,225698,71064,92639,56293,185278,56293,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_40_50,15592,2070,13522,0,124796,69853,249592,69853,99644,52888,199288,52888,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_50_60,12049,1849,10200,0,107949,58654,215898,58654,81838,42147,163676,42147,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_60_70,9681,1655,8026,0,95399,50435,190798,50435,70200,34606,140400,34606,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_70_80,7838,1489,6349,0,90348,43280,180696,43280,63560,28245,127120,28245,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_80_90,5851,1165,4686,0,73712,32604,147424,32604,51297,20545,102594,20545,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,q_90_100,4254,936,3318,0,62341,25926,124682,25926,41040,14980,82080,14980,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,raw_gt_1,46616,16189,30427,0,1769084,572149,3538168,572149,854498,242815,1708996,242815,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,diffuse_1,B,601445350524603615,closest_improves_incumbent,invalid,0,0,0,0,0,0,0,0,0,0,0,0,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,incoherent,A,15759569274571642816,closest_improves_incumbent,q_00_10,214229,5019,209210,0,79971,273063,159942,273063,76412,265175,152824,265175,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,incoherent,A,15759569274571642816,closest_improves_incumbent,q_10_20,177542,10426,167116,0,314991,352484,629982,352484,283617,320234,567234,320234,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,incoherent,A,15759569274571642816,closest_improves_incumbent,q_20_30,115336,11164,104172,0,460749,340294,921498,340294,391872,284199,783744,284199,S-analytic,S-probe-counterfactual
d1_large_sampled_2026_08_31,970f092,1,hairball.obj,1fc018d947fbd9d5099dea9bc104ae38a708f25ac2dedeb1f5b722ac79b96465,binned_sah,bvh2/slot32_aos,robust,incoherent,A,15759569274571642816,closest_improves_incumbent,q_30_40,91402,11960,79442,0,521436,326289,1042872,326289,418470,251291,836940,251291,S-analytic,S-probe-counterfactual
