run_id,scene,ray_distribution,score_a,score_b,win_rate_a,win_rate_b,delta,delta_ci_lo,delta_ci_hi,a_beats_b,bootstrap_resamples,bootstrap_seed,cluster_unit,cluster_population,pairing
gateb_2026_09_02,san-miguel.obj,diffuse_1,directional_min_fill,surface_density,0.536816,0.589066,-0.052250,-0.054953,-0.049654,no,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional,box_projected_ratio,0.583821,0.490863,0.092957,0.091860,0.094024,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional,surface_density,0.583821,0.575957,0.007864,0.007373,0.008319,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional,primitive_count,0.583821,0.476656,0.107165,0.106037,0.108366,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_min_fill,directional_mean_fill,0.517482,0.624799,-0.107317,-0.108391,-0.106246,no,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_min_fill,box_projected_ratio,0.517482,0.490863,0.026619,0.025424,0.027839,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_mean_fill,box_projected_ratio,0.624799,0.490863,0.133935,0.132756,0.135334,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_mean_fill,directional,0.624799,0.583821,0.040978,0.040157,0.041869,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_min_fill,directional,0.517482,0.583821,-0.066339,-0.067243,-0.065394,no,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_mean_fill,surface_density,0.624799,0.575957,0.048842,0.048007,0.049766,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_mean_fill,primitive_count,0.624799,0.476656,0.148143,0.146871,0.149552,yes,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,incoherent,directional_min_fill,surface_density,0.517482,0.575957,-0.058474,-0.059458,-0.057540,no,1000,0xD1A70000D1A70000,ray,524288,paired
gateb_2026_09_02,san-miguel.obj,primary,directional,box_projected_ratio,0.596548,0.557268,0.039280,0.024778,0.052869,yes,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional,surface_density,0.596548,0.593611,0.002937,-0.001169,0.006911,inconclusive,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional,primitive_count,0.596548,0.400087,0.196462,0.178936,0.213337,yes,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_min_fill,directional_mean_fill,0.529527,0.641458,-0.111931,-0.126657,-0.097808,no,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_min_fill,box_projected_ratio,0.529527,0.557268,-0.027741,-0.045297,-0.010009,no,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_mean_fill,box_projected_ratio,0.641458,0.557268,0.084190,0.063145,0.106555,yes,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_mean_fill,directional,0.641458,0.596548,0.044910,0.033012,0.058663,yes,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_min_fill,directional,0.529527,0.596548,-0.067021,-0.079967,-0.053266,no,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_mean_fill,surface_density,0.641458,0.593611,0.047847,0.034751,0.060995,yes,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_mean_fill,primitive_count,0.641458,0.400087,0.241371,0.221634,0.261548,yes,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,primary,directional_min_fill,surface_density,0.529527,0.593611,-0.064084,-0.078168,-0.051006,no,1000,0xD1A70000D1A70000,ray,16384,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional,box_projected_ratio,0.580947,0.423242,0.157704,0.152953,0.162691,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional,surface_density,0.580947,0.561213,0.019734,0.017401,0.022074,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional,primitive_count,0.580947,0.478020,0.102927,0.096966,0.109203,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_min_fill,directional_mean_fill,0.529027,0.626080,-0.097053,-0.102663,-0.091891,no,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_min_fill,box_projected_ratio,0.529027,0.423242,0.105784,0.100640,0.111050,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_mean_fill,box_projected_ratio,0.626080,0.423242,0.202837,0.196618,0.209403,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_mean_fill,directional,0.626080,0.580947,0.045133,0.040844,0.049451,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_min_fill,directional,0.529027,0.580947,-0.051920,-0.056171,-0.047818,no,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_mean_fill,surface_density,0.626080,0.561213,0.064866,0.060522,0.069036,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_mean_fill,primitive_count,0.626080,0.478020,0.148060,0.141697,0.154931,yes,1000,0xD1A70000D1A70000,ray,255358,paired
gateb_2026_09_02,san-miguel.obj,shadow_ao,directional_min_fill,surface_density,0.529027,0.561213,-0.032186,-0.036107,-0.028392,no,1000,0xD1A70000D1A70000,ray,255358,paired
